ec50_am,ec50_lm,efficacy,sum_nll_al,sum_nll_am,sum_nll_lm,sum_nll
0.03,0.27,0.9999,151.6098601692867,0,6.465813919794266,158.07567408908096
0.03,0.29,0.9999,151.6098601692867,0,5.956231934021601,157.56609210330828
0.03,0.31,0.9998,144.8855153349816,0,5.424036099913376,150.30955143489496
0.03,0.33,1.0,207.23265836946408,0,5.263984449724628,212.4966428191887
0.03,0.35,1.0,207.23265836946408,0,4.696881338162453,211.92953970762653
0.03,0.37,0.9997,140.10509177952875,0,4.274108552164812,144.37920033169357
0.03,0.39,0.9997,140.10509177952875,0,3.820937302885749,143.9260290824145
0.03,0.41,0.9999,151.6098601692867,0,3.5240142915313464,155.13387446081805
0.03,0.43,0.9998,144.8855153349816,0,3.3597461185118833,148.24526145349347
0.03,0.45,1.0,207.23265836946408,0,3.2821051222395514,210.51476349170363
0.03,0.47,0.9997,140.10509177952875,0,3.2384110049029022,143.34350278443165
0.03,0.49,0.9998,144.8855153349816,0,3.3322687302246354,148.21778406520622
0.03,0.51,0.9996,136.30848045983072,0,3.4578853070057534,139.7663657668365
0.03,0.53,0.9994,129.54357120556122,0,3.5630884500976765,133.1066596556589
0.03,0.55,0.9995,132.78825567971606,0,3.905083889018554,136.69333956873461
0.03,0.5700000000000001,0.9994,129.54357120556122,0,4.12903729128181,133.67260849684303
0.03,0.59,0.9999,151.6098601692867,0,4.49214635595868,156.10200652524537
0.03,0.61,0.9997,140.10509177952875,0,5.115990140519096,145.22108192004785
0.03,0.63,0.9994,129.54357120556122,0,6.3387523822026495,135.88232358776386
0.03,0.65,0.9996,136.30848045983072,0,6.811328575004785,143.1198090348355
0.03,0.67,0.9995,132.78825567971606,0,8.022769091732203,140.81102477144827
0.03,0.6900000000000001,0.9998,144.8855153349816,0,8.753027153819207,153.6385424888008
0.03,0.7100000000000001,0.9994,129.54357120556122,0,9.910749226922151,139.45432043248337
0.03,0.73,0.9995,132.78825567971606,0,11.09993414659781,143.88818982631386
0.03,0.75,0.9994,129.54357120556122,0,12.500967794778603,142.04453900033982
0.03,0.77,0.9984,107.5393148071887,0,14.133178056096643,121.67249286328534
0.03,0.79,0.9991,121.32765049893527,0,15.65865685092346,136.98630734985872
0.03,0.81,0.9984,107.5393148071887,0,16.74517390873733,124.28448871592603
0.03,0.8300000000000001,0.9984,107.5393148071887,0,19.179983720882156,126.71929852807085
0.03,0.85,0.9987,112.60746886557615,0,21.774335612110196,134.38180447768636
0.03,0.87,0.999,118.91356179580549,0,23.746815908189298,142.66037770399478
0.03,0.89,0.9988,114.55565902248857,0,26.659107526879417,141.214766549368
0.03,0.91,0.9988,114.55565902248857,0,28.057413483798296,142.61307250628687
0.03,0.93,0.9985,109.11304943225562,0,30.859324305481433,139.97237373773706
0.03,0.95,0.9988,114.55565902248857,0,33.54483263962285,148.1004916621114
0.03,0.97,0.9988,114.55565902248857,0,36.2593848685859,150.81504389107448
0.03,0.99,0.9985,109.11304943225562,0,38.337315373504865,147.4503648057605
0.03,1.01,0.998,102.1367342253789,0,41.93488228991016,144.07161651528907
0.03,1.03,0.9988,114.55565902248857,0,43.325788788173384,157.88144781066194
0.03,1.05,0.9977,98.7954195694269,0,45.13444734498626,143.92986691441317
0.03,1.07,0.9968,90.96595053839972,0,45.7215534368408,136.68750397524053
0.03,1.09,0.9974,95.89372693315106,0,45.99914867121541,141.89287560436645
0.03,1.11,0.9979,100.96613633942634,0,46.04220644660353,147.00834278602986
0.03,1.13,0.9977,98.7954195694269,0,46.050672610135535,144.84609217956245
0.03,1.15,0.9988,114.55565902248857,0,46.051607189167115,160.60726621165568
0.03,1.17,0.9981,103.37193380481251,0,46.05169068538986,149.42362449020237
0.03,1.19,0.9977,98.7954195694269,0,46.05170040701134,144.84711997643825
0.03,1.21,0.9978,99.85413133604075,0,46.051701776948114,145.90583311298886
0.03,1.23,0.9971,93.32005984510249,0,46.0517018540873,139.3717616991898
0.03,1.25,0.9975,96.81936967601841,0,46.05170185937099,142.8710715353894
0.03,1.27,0.998,102.1367342253789,0,46.05170185984696,148.18843608522587
0.03,1.29,0.9967,90.20843835553514,0,46.05170185988051,136.26014021541565
0.03,1.31,0.9963,87.18890652496981,0,46.051701859880836,133.24060838485065
0.03,1.33,0.9975,96.81936967601841,0,46.05170185988091,142.87107153589932
0.03,1.35,0.9968,90.96595053839972,0,46.051701859880914,137.01765239828063
0.03,1.37,0.9969,91.7337125482385,0,46.051701859880914,137.7854144081194
0.03,1.39,0.9974,95.89372693315106,0,46.051701859880914,141.94542879303197
0.03,1.41,0.9963,87.18890652496981,0,46.051701859880914,133.24060838485073
0.03,1.43,0.9962,86.42287577270113,0,46.051701859880914,132.47457763258205
0.03,1.45,0.997,92.51681021664142,0,46.051701859880914,138.56851207652232
0.03,1.47,0.9972,94.14791707782173,0,46.051701859880914,140.19961893770264
0.03,1.49,0.9982,104.67861175660583,0,46.051701859880914,150.73031361648674
0.03,1.51,0.9966,89.45608347087834,0,46.051701859880914,135.50778533075925
0.03,1.53,0.9965,88.70423195962536,0,46.051701859880914,134.75593381950628
0.03,1.55,0.9968,90.96595053839972,0,46.051701859880914,137.01765239828063
0.03,1.57,0.9967,90.20843835553514,0,46.051701859880914,136.26014021541604
0.03,1.59,0.9961,85.65238403815427,0,46.051701859880914,131.70408589803517
0.03,1.61,0.9963,87.18890652496981,0,46.051701859880914,133.24060838485073
0.03,1.63,0.9965,88.70423195962536,0,46.051701859880914,134.75593381950628
0.03,1.65,0.9967,90.20843835553514,0,46.051701859880914,136.26014021541604
0.03,1.6700000000000002,0.9963,87.18890652496981,0,46.051701859880914,133.24060838485073
0.03,1.69,0.9961,85.65238403815427,0,46.051701859880914,131.70408589803517
0.03,1.71,0.9966,89.45608347087834,0,46.051701859880914,135.50778533075925
0.03,1.73,0.9968,90.96595053839972,0,46.051701859880914,137.01765239828063
0.03,1.75,0.9961,85.65238403815427,0,46.051701859880914,131.70408589803517
0.03,1.77,0.9964,87.94922546508558,0,46.051701859880914,134.00092732496648
0.03,1.79,0.9967,90.20843835553514,0,46.051701859880914,136.26014021541604
0.03,1.81,0.9964,87.94922546508558,0,46.051701859880914,134.00092732496648
0.03,1.83,0.9966,89.45608347087834,0,46.051701859880914,135.50778533075925
0.03,1.85,0.9965,88.70423195962536,0,46.051701859880914,134.75593381950628
0.03,1.87,0.9959,84.10853016008018,0,46.051701859880914,130.1602320199611
0.03,1.89,0.9957,82.58160303987786,0,46.051701859880914,128.63330489975877
0.03,1.91,0.996,84.87990082477026,0,46.051701859880914,130.93160268465118
0.03,1.93,0.9961,85.65238403815427,0,46.051701859880914,131.70408589803517
0.03,1.95,0.9964,87.94922546508558,0,46.051701859880914,134.00092732496648
0.03,1.97,0.9966,89.45608347087834,0,46.051701859880914,135.50778533075925
0.03,1.99,0.9967,90.20843835553514,0,46.051701859880914,136.26014021541604
0.05,0.01,1.0,207.23265836946408,0,13.260944151007077,220.49360252047114
0.05,0.03,1.0,207.23265836946408,0,13.029396893370077,220.26205526283417
0.05,0.05,1.0,207.23265836946408,0,11.565804985874385,218.79846335533847
0.05,0.0699999999999999,0.9998,144.8855153349816,0,11.916006426566033,156.80152176154763
0.05,0.09,0.9999,151.6098601692867,0,10.576720324925896,162.1865804942126
0.05,0.11,1.0,207.23265836946408,0,11.565804985874385,218.79846335533847
0.05,0.13,0.9999,151.6098601692867,0,11.482039612947993,163.0918997822347
0.05,0.15,0.9998,144.8855153349816,0,10.441410406619562,155.32692574160114
0.05,0.17,1.0,207.23265836946408,0,9.819058718414354,217.05171708787844
0.05,0.19,0.9999,151.6098601692867,0,9.324653590437276,160.93451375972396
0.05,0.21,0.9999,151.6098601692867,0,8.233588160653781,159.8434483299405
0.05,0.23,0.9999,151.6098601692867,0,7.643331168081065,159.25319133736775
0.05,0.25,0.9998,144.8855153349816,0,7.7472226526106445,152.63273798759224
0.05,0.27,0.9999,151.6098601692867,0,6.465813919794266,158.07567408908096
0.05,0.29,0.9997,140.10509177952875,0,5.956231934021601,146.06132371355034
0.05,0.31,0.9996,136.30848045983072,0,5.424036099913376,141.73251655974408
0.05,0.33,1.0,207.23265836946408,0,5.263984449724628,212.4966428191887
0.05,0.35,0.9999,151.6098601692867,0,4.696881338162453,156.30674150744915
0.05,0.37,0.9995,132.78825567971606,0,4.274108552164812,137.06236423188088
0.05,0.39,0.9999,151.6098601692867,0,3.820937302885749,155.43079747217243
0.05,0.41,0.9996,136.30848045983072,0,3.5240142915313464,139.83249475136208
0.05,0.43,0.9994,129.54357120556122,0,3.3597461185118833,132.9033173240731
0.05,0.45,0.9998,144.8855153349816,0,3.2821051222395514,148.16762045722115
0.05,0.47,0.9996,136.30848045983072,0,3.2384110049029022,139.54689146473362
0.05,0.49,0.9996,136.30848045983072,0,3.3322687302246354,139.64074919005535
0.05,0.51,0.9997,140.10509177952875,0,3.4578853070057534,143.5629770865345
0.05,0.53,0.9991,121.32765049893527,0,3.5630884500976765,124.89073894903295
0.05,0.55,0.9994,129.54357120556122,0,3.905083889018554,133.44865509457978
0.05,0.5700000000000001,0.9997,140.10509177952875,0,4.12903729128181,144.23412907081055
0.05,0.59,0.9996,136.30848045983072,0,4.49214635595868,140.8006268157894
0.05,0.61,0.9992,123.88772141998024,0,5.115990140519096,129.00371156049934
0.05,0.63,0.9991,121.32765049893527,0,6.3387523822026495,127.66640288113791
0.05,0.65,0.9988,114.55565902248857,0,6.811328575004785,121.36698759749335
0.05,0.67,0.9992,123.88772141998024,0,8.022769091732203,131.91049051171245
0.05,0.6900000000000001,0.9988,114.55565902248857,0,8.753027153819207,123.30868617630777
0.05,0.7100000000000001,0.9985,109.11304943225562,0,9.910749226922151,119.02379865917777
0.05,0.73,0.9995,132.78825567971606,0,11.09993414659781,143.88818982631386
0.05,0.75,0.9989,116.6552468154434,0,12.500967794778603,129.156214610222
0.05,0.77,0.9979,100.96613633942634,0,14.133178056096643,115.09931439552298
0.05,0.79,0.9981,103.37193380481251,0,15.65865685092346,119.03059065573598
0.05,0.81,0.999,118.91356179580549,0,16.74517390873733,135.65873570454283
0.05,0.8300000000000001,0.9982,104.67861175660583,0,19.179983720882156,123.858595477488
0.05,0.85,0.9985,109.11304943225562,0,21.774335612110196,130.88738504436583
0.05,0.87,0.9979,100.96613633942634,0,23.746815908189298,124.71295224761565
0.05,0.89,0.998,102.1367342253789,0,26.659107526879417,128.79584175225833
0.05,0.91,0.9975,96.81936967601841,0,28.057413483798296,124.87678315981671
0.05,0.93,0.9976,97.78526669680647,0,30.859324305481433,128.6445910022879
0.05,0.95,0.9979,100.96613633942634,0,33.54483263962285,134.51096897904918
0.05,0.97,0.9971,93.32005984510249,0,36.2593848685859,129.5794447136884
0.05,0.99,0.9967,90.20843835553514,0,38.337315373504865,128.54575372904
0.05,1.01,0.9979,100.96613633942634,0,41.93488228991016,142.9010186293365
0.05,1.03,0.9967,90.20843835553514,0,43.325788788173384,133.5342271437085
0.05,1.05,0.9972,94.14791707782173,0,45.13444734498626,139.282364422808
0.05,1.07,0.9972,94.14791707782173,0,45.7215534368408,139.86947051466254
0.05,1.09,0.9965,88.70423195962536,0,45.99914867121541,134.70338063084077
0.05,1.11,0.9962,86.42287577270113,0,46.04220644660353,132.46508221930466
0.05,1.13,0.9957,82.58160303987786,0,46.050672610135535,128.6322756500134
0.05,1.15,0.9966,89.45608347087834,0,46.051607189167115,135.50769066004545
0.05,1.17,0.9976,97.78526669680647,0,46.05169068538986,143.83695738219632
0.05,1.19,0.9966,89.45608347087834,0,46.05170040701134,135.50778387788966
0.05,1.21,0.9957,82.58160303987786,0,46.051701776948114,128.63330481682598
0.05,1.23,0.9957,82.58160303987786,0,46.0517018540873,128.63330489396515
0.05,1.25,0.9963,87.18890652496981,0,46.05170185937099,133.24060838434082
0.05,1.27,0.9961,85.65238403815427,0,46.05170185984696,131.7040858980012
0.05,1.29,0.9965,88.70423195962536,0,46.05170185988051,134.75593381950586
0.05,1.31,0.9953,79.65396018410989,0,46.051701859880836,125.70566204399073
0.05,1.33,0.995,77.60210830659392,0,46.05170185988091,123.65381016647483
0.05,1.35,0.9949,76.9468593430798,0,46.051701859880914,122.9985612029607
0.05,1.37,0.9951,78.27166193081794,0,46.051701859880914,124.32336379069886
0.05,1.39,0.9963,87.18890652496981,0,46.051701859880914,133.24060838485073
0.05,1.41,0.9948,76.30570838600948,0,46.051701859880914,122.3574102458904
0.05,1.43,0.9961,85.65238403815427,0,46.051701859880914,131.70408589803517
0.05,1.45,0.9936,69.59041823136064,0,46.051701859880914,115.64212009124157
0.05,1.47,0.995,77.60210830659392,0,46.051701859880914,123.65381016647484
0.05,1.49,0.9955,81.0925070349098,0,46.051701859880914,127.14420889479072
0.05,1.51,0.9947,75.67838017189904,0,46.051701859880914,121.73008203177994
0.05,1.53,0.9943,73.3005611456996,0,46.051701859880914,119.35226300558051
0.05,1.55,0.9954,80.36642491927005,0,46.051701859880914,126.41812677915095
0.05,1.57,0.9942,72.737171916014,0,46.051701859880914,118.78887377589493
0.05,1.59,0.9942,72.737171916014,0,46.051701859880914,118.78887377589493
0.05,1.61,0.995,77.60210830659392,0,46.051701859880914,123.65381016647484
0.05,1.63,0.9954,80.36642491927005,0,46.051701859880914,126.41812677915095
0.05,1.65,0.9953,79.65396018410989,0,46.051701859880914,125.7056620439908
0.05,1.6700000000000002,0.9943,73.3005611456996,0,46.051701859880914,119.35226300558051
0.05,1.69,0.9948,76.30570838600948,0,46.051701859880914,122.3574102458904
0.05,1.71,0.9939,71.11577823083795,0,46.051701859880914,117.16748009071887
0.05,1.73,0.9946,75.06455483182084,0,46.051701859880914,121.11625669170175
0.05,1.75,0.9938,70.59708893262419,0,46.051701859880914,116.64879079250511
0.05,1.77,0.9942,72.737171916014,0,46.051701859880914,118.78887377589493
0.05,1.79,0.9937,70.08873940705716,0,46.051701859880914,116.14044126693807
0.05,1.81,0.994,71.64513039774698,0,46.051701859880914,117.6968322576279
0.05,1.83,0.994,71.64513039774698,0,46.051701859880914,117.6968322576279
0.05,1.85,0.9939,71.11577823083795,0,46.051701859880914,117.16748009071887
0.05,1.87,0.9932,67.69159520976984,0,46.051701859880914,113.74329706965077
0.05,1.89,0.9937,70.08873940705716,0,46.051701859880914,116.14044126693807
0.05,1.91,0.993,66.79509831631256,0,46.051701859880914,112.84680017619348
0.05,1.93,0.9929,66.35921162797797,0,46.051701859880914,112.41091348785889
0.05,1.95,0.9946,75.06455483182084,0,46.051701859880914,121.11625669170175
0.05,1.97,0.9931,67.23914780136035,0,46.051701859880914,113.29084966124125
0.05,1.99,0.9928,65.93126197964428,0,46.051701859880914,111.98296383952518
0.0699999999999999,0.01,0.9999,151.6098601692867,0,13.260944151007077,164.87080432029376
0.0699999999999999,0.03,1.0,207.23265836946408,0,13.029396893370077,220.26205526283417
0.0699999999999999,0.05,1.0,207.23265836946408,0,11.565804985874385,218.79846335533847
0.0699999999999999,0.0699999999999999,1.0,207.23265836946408,0,11.916006426566033,219.14866479603012
0.0699999999999999,0.09,1.0,207.23265836946408,0,10.576720324925896,217.80937869438998
0.0699999999999999,0.11,0.9999,151.6098601692867,0,11.565804985874385,163.17566515516108
0.0699999999999999,0.13,0.9998,144.8855153349816,0,11.482039612947993,156.3675549479296
0.0699999999999999,0.15,0.9999,151.6098601692867,0,10.441410406619562,162.05127057590624
0.0699999999999999,0.17,0.9999,151.6098601692867,0,9.819058718414354,161.42891888770106
0.0699999999999999,0.19,0.9999,151.6098601692867,0,9.324653590437276,160.93451375972396
0.0699999999999999,0.21,1.0,207.23265836946408,0,8.233588160653781,215.46624653011787
0.0699999999999999,0.23,0.9999,151.6098601692867,0,7.643331168081065,159.25319133736775
0.0699999999999999,0.25,0.9999,151.6098601692867,0,7.7472226526106445,159.35708282189734
0.0699999999999999,0.27,0.9998,144.8855153349816,0,6.465813919794266,151.35132925477586
0.0699999999999999,0.29,0.9999,151.6098601692867,0,5.956231934021601,157.56609210330828
0.0699999999999999,0.31,0.9998,144.8855153349816,0,5.424036099913376,150.30955143489496
0.0699999999999999,0.33,0.9999,151.6098601692867,0,5.263984449724628,156.87384461901132
0.0699999999999999,0.35,0.9997,140.10509177952875,0,4.696881338162453,144.8019731176912
0.0699999999999999,0.37,0.9998,144.8855153349816,0,4.274108552164812,149.1596238871464
0.0699999999999999,0.39,0.9997,140.10509177952875,0,3.820937302885749,143.9260290824145
0.0699999999999999,0.41,0.9998,144.8855153349816,0,3.5240142915313464,148.40952962651295
0.0699999999999999,0.43,0.9999,151.6098601692867,0,3.3597461185118833,154.96960628779857
0.0699999999999999,0.45,0.9988,114.55565902248857,0,3.2821051222395514,117.83776414472813
0.0699999999999999,0.47,0.9996,136.30848045983072,0,3.2384110049029022,139.54689146473362
0.0699999999999999,0.49,0.9995,132.78825567971606,0,3.3322687302246354,136.12052440994069
0.0699999999999999,0.51,0.9994,129.54357120556122,0,3.4578853070057534,133.00145651256696
0.0699999999999999,0.53,0.9989,116.6552468154434,0,3.5630884500976765,120.21833526554109
0.0699999999999999,0.55,0.9993,126.60466401726076,0,3.905083889018554,130.5097479062793
0.0699999999999999,0.5700000000000001,0.9996,136.30848045983072,0,4.12903729128181,140.43751775111252
0.0699999999999999,0.59,0.9992,123.88772141998024,0,4.49214635595868,128.37986777593892
0.0699999999999999,0.61,0.9987,112.60746886557615,0,5.115990140519096,117.72345900609525
0.0699999999999999,0.63,0.9988,114.55565902248857,0,6.3387523822026495,120.89441140469123
0.0699999999999999,0.65,0.999,118.91356179580549,0,6.811328575004785,125.72489037081027
0.0699999999999999,0.67,0.9988,114.55565902248857,0,8.022769091732203,122.57842811422077
0.0699999999999999,0.6900000000000001,0.9981,103.37193380481251,0,8.753027153819207,112.12496095863172
0.0699999999999999,0.7100000000000001,0.9988,114.55565902248857,0,9.910749226922151,124.46640824941072
0.0699999999999999,0.73,0.9985,109.11304943225562,0,11.09993414659781,120.21298357885343
0.0699999999999999,0.75,0.9981,103.37193380481251,0,12.500967794778603,115.87290159959112
0.0699999999999999,0.77,0.998,102.1367342253789,0,14.133178056096643,116.26991228147554
0.0699999999999999,0.79,0.9974,95.89372693315106,0,15.65865685092346,111.55238378407452
0.0699999999999999,0.81,0.9975,96.81936967601841,0,16.74517390873733,113.56454358475574
0.0699999999999999,0.8300000000000001,0.9983,106.06468833183757,0,19.179983720882156,125.24467205271972
0.0699999999999999,0.85,0.9972,94.14791707782173,0,21.774335612110196,115.92225268993192
0.0699999999999999,0.87,0.9967,90.20843835553514,0,23.746815908189298,113.95525426372444
0.0699999999999999,0.89,0.9965,88.70423195962536,0,26.659107526879417,115.36333948650477
0.0699999999999999,0.91,0.9976,97.78526669680647,0,28.057413483798296,125.84268018060477
0.0699999999999999,0.93,0.9967,90.20843835553514,0,30.859324305481433,121.06776266101657
