ec50_am,ec50_lm,efficacy
1.55,1.6700000000000002,0.1082
1.55,1.69,0.1037
1.55,1.71,0.0953
1.55,1.73,0.0906
1.55,1.75,0.0951
1.55,1.77,0.0857
1.55,1.79,0.0804
1.55,1.81,0.083
1.55,1.83,0.0771
1.55,1.85,0.0746
1.55,1.87,0.0712
1.55,1.8900000000000001,0.0739
1.55,1.9100000000000001,0.0679
1.55,1.93,0.0686
1.55,1.95,0.0662
1.55,1.97,0.0659
1.55,1.99,0.0669
1.57,0.01,0.9963
1.57,0.03,0.9956
1.57,0.05,0.993
1.57,0.06999999999999999,0.9944
1.57,0.09,0.993
1.57,0.11,0.9927
1.57,0.13,0.9933
1.57,0.15000000000000002,0.9914
1.57,0.17,0.9913
1.57,0.19,0.9922
1.57,0.21000000000000002,0.9899
1.57,0.23,0.9874
1.57,0.25,0.9876
1.57,0.27,0.9848
1.57,0.29000000000000004,0.9794
1.57,0.31,0.9793
1.57,0.33,0.9759
1.57,0.35000000000000003,0.9697
1.57,0.37,0.9685
1.57,0.39,0.964
1.57,0.41000000000000003,0.9563
1.57,0.43,0.957
1.57,0.45,0.9445
1.57,0.47000000000000003,0.9443
1.57,0.49,0.9385
1.57,0.51,0.9281
1.57,0.53,0.9207
1.57,0.55,0.9128
1.57,0.5700000000000001,0.9008
1.57,0.59,0.8961
1.57,0.61,0.8833
1.57,0.63,0.8726
1.57,0.65,0.8636
1.57,0.67,0.8487
1.57,0.6900000000000001,0.8346
1.57,0.7100000000000001,0.8253
1.57,0.73,0.806
1.57,0.75,0.7971
1.57,0.77,0.7747
1.57,0.79,0.7673
1.57,0.81,0.7467
1.57,0.8300000000000001,0.7374
1.57,0.85,0.7217
1.57,0.87,0.6931
1.57,0.89,0.6852
1.57,0.91,0.657
1.57,0.93,0.6391
1.57,0.9500000000000001,0.6165
1.57,0.97,0.5983
1.57,0.99,0.5868
1.57,1.01,0.5603
1.57,1.03,0.5407
1.57,1.05,0.5135
1.57,1.07,0.502
1.57,1.09,0.4931
1.57,1.11,0.465
1.57,1.1300000000000001,0.4388
1.57,1.1500000000000001,0.4346
1.57,1.17,0.41
1.57,1.19,0.3958
1.57,1.21,0.3715
1.57,1.23,0.3576
1.57,1.25,0.3366
1.57,1.27,0.3165
1.57,1.29,0.2993
1.57,1.31,0.2824
1.57,1.33,0.2655
1.57,1.35,0.2543
1.57,1.37,0.244
1.57,1.3900000000000001,0.2275
1.57,1.4100000000000001,0.2147
1.57,1.43,0.201
1.57,1.45,0.1854
1.57,1.47,0.1793
1.57,1.49,0.1721
1.57,1.51,0.1538
1.57,1.53,0.1497
1.57,1.55,0.1457
1.57,1.57,0.1361
1.57,1.59,0.126
1.57,1.61,0.1216
1.57,1.6300000000000001,0.1085
1.57,1.6500000000000001,0.1121
1.57,1.6700000000000002,0.0996
1.57,1.69,0.0933
1.57,1.71,0.094
1.57,1.73,0.0876
1.57,1.75,0.0878
1.57,1.77,0.079
1.57,1.79,0.0813
1.57,1.81,0.0748
1.57,1.83,0.0702
1.57,1.85,0.0721
1.57,1.87,0.0671
1.57,1.8900000000000001,0.065
1.57,1.9100000000000001,0.0663
1.57,1.93,0.0642
1.57,1.95,0.062
1.57,1.97,0.0624
1.57,1.99,0.0598
1.59,0.01,0.9963
1.59,0.03,0.9951
1.59,0.05,0.9939
1.59,0.06999999999999999,0.9941
1.59,0.09,0.9929
1.59,0.11,0.9942
1.59,0.13,0.9918
1.59,0.15000000000000002,0.9925
1.59,0.17,0.9929
1.59,0.19,0.9898
1.59,0.21000000000000002,0.9917
1.59,0.23,0.9905
1.59,0.25,0.9856
1.59,0.27,0.9837
1.59,0.29000000000000004,0.9806
1.59,0.31,0.9782
1.59,0.33,0.9746
1.59,0.35000000000000003,0.9716
1.59,0.37,0.9679
1.59,0.39,0.9626
1.59,0.41000000000000003,0.9604
1.59,0.43,0.9549
1.59,0.45,0.9463
1.59,0.47000000000000003,0.9458
1.59,0.49,0.9368
1.59,0.51,0.9248
1.59,0.53,0.918
1.59,0.55,0.9085
1.59,0.5700000000000001,0.9066
1.59,0.59,0.8982
1.59,0.61,0.8783
1.59,0.63,0.8723
1.59,0.65,0.8608
1.59,0.67,0.8514
1.59,0.6900000000000001,0.8361
1.59,0.7100000000000001,0.8236
1.59,0.73,0.8111
1.59,0.75,0.7961
1.59,0.77,0.7738
1.59,0.79,0.7649
1.59,0.81,0.748
1.59,0.8300000000000001,0.7352
1.59,0.85,0.7159
1.59,0.87,0.6953
1.59,0.89,0.6825
1.59,0.91,0.666
1.59,0.93,0.6425
1.59,0.9500000000000001,0.62
1.59,0.97,0.6039
1.59,0.99,0.5829
1.59,1.01,0.5654
1.59,1.03,0.5369
1.59,1.05,0.5277
1.59,1.07,0.4997
1.59,1.09,0.4715
1.59,1.11,0.4645
1.59,1.1300000000000001,0.4481
1.59,1.1500000000000001,0.4247
1.59,1.17,0.4056
1.59,1.19,0.3839
1.59,1.21,0.3722
1.59,1.23,0.3525
1.59,1.25,0.3285
1.59,1.27,0.3135
1.59,1.29,0.295
1.59,1.31,0.277
1.59,1.33,0.2673
1.59,1.35,0.25
1.59,1.37,0.2358
1.59,1.3900000000000001,0.2229
1.59,1.4100000000000001,0.2137
1.59,1.43,0.1955
1.59,1.45,0.1828
1.59,1.47,0.1727
1.59,1.49,0.1604
1.59,1.51,0.1542
1.59,1.53,0.1459
1.59,1.55,0.136
1.59,1.57,0.1285
1.59,1.59,0.1204
1.59,1.61,0.1157
1.59,1.6300000000000001,0.109
1.59,1.6500000000000001,0.104
1.59,1.6700000000000002,0.0994
1.59,1.69,0.0937
1.59,1.71,0.0847
1.59,1.73,0.0825
1.59,1.75,0.0775
1.59,1.77,0.0791
1.59,1.79,0.0682
1.59,1.81,0.0716
1.59,1.83,0.0676
1.59,1.85,0.0636
1.59,1.87,0.0639
1.59,1.8900000000000001,0.0618
1.59,1.9100000000000001,0.0591
1.59,1.93,0.0536
1.59,1.95,0.0561
1.59,1.97,0.0522
1.59,1.99,0.0514
1.61,0.01,0.9955
1.61,0.03,0.9932
1.61,0.05,0.9945
1.61,0.06999999999999999,0.9931
1.61,0.09,0.9938
1.61,0.11,0.9941
1.61,0.13,0.9938
1.61,0.15000000000000002,0.9935
1.61,0.17,0.9925
1.61,0.19,0.9898
1.61,0.21000000000000002,0.9878
1.61,0.23,0.9866
1.61,0.25,0.986
1.61,0.27,0.9812
1.61,0.29000000000000004,0.9803
1.61,0.31,0.9795
1.61,0.33,0.9729
1.61,0.35000000000000003,0.9712
1.61,0.37,0.9689
1.61,0.39,0.9673
1.61,0.41000000000000003,0.9571
1.61,0.43,0.9519
1.61,0.45,0.9473
1.61,0.47000000000000003,0.9385
1.61,0.49,0.9354
1.61,0.51,0.9277
1.61,0.53,0.9195
1.61,0.55,0.9127
1.61,0.5700000000000001,0.8993
1.61,0.59,0.8909
1.61,0.61,0.8825
1.61,0.63,0.873
1.61,0.65,0.8651
1.61,0.67,0.8451
1.61,0.6900000000000001,0.831
1.61,0.7100000000000001,0.8218
1.61,0.73,0.8039
1.61,0.75,0.7901
1.61,0.77,0.7741
1.61,0.79,0.767
1.61,0.81,0.7386
1.61,0.8300000000000001,0.7333
1.61,0.85,0.7144
1.61,0.87,0.6905
1.61,0.89,0.6755
1.61,0.91,0.6629
1.61,0.93,0.637
1.61,0.9500000000000001,0.625
1.61,0.97,0.5981
1.61,0.99,0.5772
1.61,1.01,0.5616
1.61,1.03,0.5464
1.61,1.05,0.5244
1.61,1.07,0.4975
1.61,1.09,0.4765
1.61,1.11,0.4552
1.61,1.1300000000000001,0.4383
1.61,1.1500000000000001,0.4184
1.61,1.17,0.4025
1.61,1.19,0.3871
1.61,1.21,0.3668
1.61,1.23,0.3469
1.61,1.25,0.3299
1.61,1.27,0.3066
1.61,1.29,0.2935
1.61,1.31,0.2885
1.61,1.33,0.2642
1.61,1.35,0.2433
1.61,1.37,0.2293
1.61,1.3900000000000001,0.2174
1.61,1.4100000000000001,0.2084
1.61,1.43,0.1957
1.61,1.45,0.1853
1.61,1.47,0.1685
1.61,1.49,0.1656
1.61,1.51,0.1491
1.61,1.53,0.1339
1.61,1.55,0.134
1.61,1.57,0.1294
1.61,1.59,0.1155
1.61,1.61,0.1065
1.61,1.6300000000000001,0.1066
1.61,1.6500000000000001,0.0957
1.61,1.6700000000000002,0.0899
1.61,1.69,0.0827
1.61,1.71,0.0847
1.61,1.73,0.0745
1.61,1.75,0.0772
1.61,1.77,0.0707
1.61,1.79,0.072
1.61,1.81,0.067
1.61,1.83,0.0606
1.61,1.85,0.0616
1.61,1.87,0.0603
1.61,1.8900000000000001,0.0526
1.61,1.9100000000000001,0.0561
1.61,1.93,0.0526
1.61,1.95,0.0536
1.61,1.97,0.0516
1.61,1.99,0.0505
1.6300000000000001,0.01,0.9956
1.6300000000000001,0.03,0.9933
1.6300000000000001,0.05,0.9951
1.6300000000000001,0.06999999999999999,0.994
1.6300000000000001,0.09,0.9937
1.6300000000000001,0.11,0.9928
1.6300000000000001,0.13,0.9932
1.6300000000000001,0.15000000000000002,0.9918
1.6300000000000001,0.17,0.9909
1.6300000000000001,0.19,0.9902
1.6300000000000001,0.21000000000000002,0.9893
1.6300000000000001,0.23,0.9883
1.6300000000000001,0.25,0.983
1.6300000000000001,0.27,0.9811
1.6300000000000001,0.29000000000000004,0.979
1.6300000000000001,0.31,0.9814
1.6300000000000001,0.33,0.9723
1.6300000000000001,0.35000000000000003,0.9732
1.6300000000000001,0.37,0.9687
1.6300000000000001,0.39,0.9589
1.6300000000000001,0.41000000000000003,0.9599
1.6300000000000001,0.43,0.953
1.6300000000000001,0.45,0.9493
1.6300000000000001,0.47000000000000003,0.9426
1.6300000000000001,0.49,0.9287
1.6300000000000001,0.51,0.9273
1.6300000000000001,0.53,0.9177
1.6300000000000001,0.55,0.908
1.6300000000000001,0.5700000000000001,0.9018
1.6300000000000001,0.59,0.8933
1.6300000000000001,0.61,0.8793
1.6300000000000001,0.63,0.8783
1.6300000000000001,0.65,0.863
1.6300000000000001,0.67,0.8501
1.6300000000000001,0.6900000000000001,0.8317
1.6300000000000001,0.7100000000000001,0.8234
1.6300000000000001,0.73,0.8112
1.6300000000000001,0.75,0.7901
1.6300000000000001,0.77,0.7722
1.6300000000000001,0.79,0.7638
1.6300000000000001,0.81,0.7462
1.6300000000000001,0.8300000000000001,0.7223
1.6300000000000001,0.85,0.713
1.6300000000000001,0.87,0.698
1.6300000000000001,0.89,0.6733
1.6300000000000001,0.91,0.644
1.6300000000000001,0.93,0.6368
1.6300000000000001,0.9500000000000001,0.6134
1.6300000000000001,0.97,0.6013
1.6300000000000001,0.99,0.5769
1.6300000000000001,1.01,0.5539
1.6300000000000001,1.03,0.5316
1.6300000000000001,1.05,0.5233
1.6300000000000001,1.07,0.4969
1.6300000000000001,1.09,0.4782
1.6300000000000001,1.11,0.454
1.6300000000000001,1.1300000000000001,0.4318
1.6300000000000001,1.1500000000000001,0.4179
1.6300000000000001,1.17,0.3895
1.6300000000000001,1.19,0.3736
1.6300000000000001,1.21,0.3535
1.6300000000000001,1.23,0.3442
1.6300000000000001,1.25,0.3296
1.6300000000000001,1.27,0.2986
1.6300000000000001,1.29,0.2875
1.6300000000000001,1.31,0.2759
1.6300000000000001,1.33,0.2611
1.6300000000000001,1.35,0.2444
1.6300000000000001,1.37,0.2232
1.6300000000000001,1.3900000000000001,0.2108
1.6300000000000001,1.4100000000000001,0.1981
1.6300000000000001,1.43,0.1803
1.6300000000000001,1.45,0.1757
1.6300000000000001,1.47,0.1708
1.6300000000000001,1.49,0.1553
1.6300000000000001,1.51,0.14
1.6300000000000001,1.53,0.1404
1.6300000000000001,1.55,0.1249
1.6300000000000001,1.57,0.1187
1.6300000000000001,1.59,0.1114
1.6300000000000001,1.61,0.108
1.6300000000000001,1.6300000000000001,0.0983
1.6300000000000001,1.6500000000000001,0.0911
1.6300000000000001,1.6700000000000002,0.0809
1.6300000000000001,1.69,0.0835
1.6300000000000001,1.71,0.0766
1.6300000000000001,1.73,0.0752
1.6300000000000001,1.75,0.068
1.6300000000000001,1.77,0.0679
1.6300000000000001,1.79,0.0558
1.6300000000000001,1.81,0.0615
1.6300000000000001,1.83,0.0561
1.6300000000000001,1.85,0.0526
1.6300000000000001,1.87,0.0515
1.6300000000000001,1.8900000000000001,0.0498
1.6300000000000001,1.9100000000000001,0.0489
1.6300000000000001,1.93,0.0479
1.6300000000000001,1.95,0.0471
1.6300000000000001,1.97,0.0465
1.6300000000000001,1.99,0.0442
1.6500000000000001,0.01,0.9953
1.6500000000000001,0.03,0.9951
1.6500000000000001,0.05,0.9946
1.6500000000000001,0.06999999999999999,0.9929
1.6500000000000001,0.09,0.9929
1.6500000000000001,0.11,0.9928
1.6500000000000001,0.13,0.9922
1.6500000000000001,0.15000000000000002,0.9921
1.6500000000000001,0.17,0.9912
1.6500000000000001,0.19,0.9905
1.6500000000000001,0.21000000000000002,0.9898
1.6500000000000001,0.23,0.9879
1.6500000000000001,0.25,0.9866
1.6500000000000001,0.27,0.9823
1.6500000000000001,0.29000000000000004,0.9806
1.6500000000000001,0.31,0.9765
1.6500000000000001,0.33,0.9728
1.6500000000000001,0.35000000000000003,0.9716
1.6500000000000001,0.37,0.9703
1.6500000000000001,0.39,0.9602
1.6500000000000001,0.41000000000000003,0.961
1.6500000000000001,0.43,0.9556
1.6500000000000001,0.45,0.9507
1.6500000000000001,0.47000000000000003,0.9374
1.6500000000000001,0.49,0.9378
1.6500000000000001,0.51,0.9266
1.6500000000000001,0.53,0.9214
1.6500000000000001,0.55,0.9114
1.6500000000000001,0.5700000000000001,0.8998
1.6500000000000001,0.59,0.8914
1.6500000000000001,0.61,0.8797
1.6500000000000001,0.63,0.8715
1.6500000000000001,0.65,0.8658
1.6500000000000001,0.67,0.8455
1.6500000000000001,0.6900000000000001,0.8317
1.6500000000000001,0.7100000000000001,0.8102
1.6500000000000001,0.73,0.8033
1.6500000000000001,0.75,0.7939
1.6500000000000001,0.77,0.7697
1.6500000000000001,0.79,0.7561
1.6500000000000001,0.81,0.7421
1.6500000000000001,0.8300000000000001,0.7266
1.6500000000000001,0.85,0.712
1.6500000000000001,0.87,0.6889
1.6500000000000001,0.89,0.6676
1.6500000000000001,0.91,0.65
1.6500000000000001,0.93,0.6339
1.6500000000000001,0.9500000000000001,0.6086
1.6500000000000001,0.97,0.5987
1.6500000000000001,0.99,0.5739
1.6500000000000001,1.01,0.5523
1.6500000000000001,1.03,0.5312
1.6500000000000001,1.05,0.5134
1.6500000000000001,1.07,0.488
1.6500000000000001,1.09,0.4792
1.6500000000000001,1.11,0.4498
1.6500000000000001,1.1300000000000001,0.4338
1.6500000000000001,1.1500000000000001,0.4163
1.6500000000000001,1.17,0.3941
1.6500000000000001,1.19,0.3768
1.6500000000000001,1.21,0.3492
1.6500000000000001,1.23,0.3296
1.6500000000000001,1.25,0.3181
1.6500000000000001,1.27,0.3004
1.6500000000000001,1.29,0.2839
1.6500000000000001,1.31,0.2729
1.6500000000000001,1.33,0.253
1.6500000000000001,1.35,0.2378
1.6500000000000001,1.37,0.2206
1.6500000000000001,1.3900000000000001,0.212
1.6500000000000001,1.4100000000000001,0.1934
1.6500000000000001,1.43,0.1804
1.6500000000000001,1.45,0.1721
1.6500000000000001,1.47,0.1602
1.6500000000000001,1.49,0.1575
1.6500000000000001,1.51,0.1359
1.6500000000000001,1.53,0.1316
1.6500000000000001,1.55,0.1267
1.6500000000000001,1.57,0.1169
1.6500000000000001,1.59,0.1113
1.6500000000000001,1.61,0.1001
1.6500000000000001,1.6300000000000001,0.0971
1.6500000000000001,1.6500000000000001,0.0875
1.6500000000000001,1.6700000000000002,0.0823
1.6500000000000001,1.69,0.0799
1.6500000000000001,1.71,0.0736
1.6500000000000001,1.73,0.0671
1.6500000000000001,1.75,0.0645
1.6500000000000001,1.77,0.0611
1.6500000000000001,1.79,0.0555
1.6500000000000001,1.81,0.0593
1.6500000000000001,1.83,0.0548
1.6500000000000001,1.85,0.0532
1.6500000000000001,1.87,0.0492
1.6500000000000001,1.8900000000000001,0.0465
1.6500000000000001,1.9100000000000001,0.0461
1.6500000000000001,1.93,0.0434
1.6500000000000001,1.95,0.039
1.6500000000000001,1.97,0.0408
1.6500000000000001,1.99,0.0388
1.6700000000000002,0.01,0.9965
1.6700000000000002,0.03,0.9954
1.6700000000000002,0.05,0.9939
1.6700000000000002,0.06999999999999999,0.9924
1.6700000000000002,0.09,0.9946
1.6700000000000002,0.11,0.9925
1.6700000000000002,0.13,0.9933
1.6700000000000002,0.15000000000000002,0.9911
1.6700000000000002,0.17,0.9922
1.6700000000000002,0.19,0.9894
1.6700000000000002,0.21000000000000002,0.9886
1.6700000000000002,0.23,0.9871
1.6700000000000002,0.25,0.9861
1.6700000000000002,0.27,0.9817
1.6700000000000002,0.29000000000000004,0.9796
1.6700000000000002,0.31,0.9757
1.6700000000000002,0.33,0.9757
1.6700000000000002,0.35000000000000003,0.9692
1.6700000000000002,0.37,0.9635
1.6700000000000002,0.39,0.964
1.6700000000000002,0.41000000000000003,0.9544
1.6700000000000002,0.43,0.9512
1.6700000000000002,0.45,0.9475
1.6700000000000002,0.47000000000000003,0.9423
1.6700000000000002,0.49,0.9352
1.6700000000000002,0.51,0.9238
1.6700000000000002,0.53,0.9183
1.6700000000000002,0.55,0.9102
1.6700000000000002,0.5700000000000001,0.9006
1.6700000000000002,0.59,0.8907
1.6700000000000002,0.61,0.8802
1.6700000000000002,0.63,0.8684
1.6700000000000002,0.65,0.8648
1.6700000000000002,0.67,0.8503
1.6700000000000002,0.6900000000000001,0.8316
1.6700000000000002,0.7100000000000001,0.8216
1.6700000000000002,0.73,0.8094
1.6700000000000002,0.75,0.7868
1.6700000000000002,0.77,0.7743
1.6700000000000002,0.79,0.7633
1.6700000000000002,0.81,0.7397
1.6700000000000002,0.8300000000000001,0.7231
1.6700000000000002,0.85,0.702
1.6700000000000002,0.87,0.6879
1.6700000000000002,0.89,0.6764
1.6700000000000002,0.91,0.6551
1.6700000000000002,0.93,0.6368
1.6700000000000002,0.9500000000000001,0.6156
1.6700000000000002,0.97,0.6002
1.6700000000000002,0.99,0.5671
1.6700000000000002,1.01,0.5612
1.6700000000000002,1.03,0.529
1.6700000000000002,1.05,0.5084
1.6700000000000002,1.07,0.4907
1.6700000000000002,1.09,0.4667
1.6700000000000002,1.11,0.444
1.6700000000000002,1.1300000000000001,0.4258
1.6700000000000002,1.1500000000000001,0.4115
1.6700000000000002,1.17,0.3953
1.6700000000000002,1.19,0.3828
1.6700000000000002,1.21,0.3483
1.6700000000000002,1.23,0.3328
1.6700000000000002,1.25,0.317
1.6700000000000002,1.27,0.2965
1.6700000000000002,1.29,0.276
1.6700000000000002,1.31,0.264
1.6700000000000002,1.33,0.2518
1.6700000000000002,1.35,0.2377
1.6700000000000002,1.37,0.2231
1.6700000000000002,1.3900000000000001,0.2019
1.6700000000000002,1.4100000000000001,0.1891
1.6700000000000002,1.43,0.1753
1.6700000000000002,1.45,0.171
1.6700000000000002,1.47,0.1593
1.6700000000000002,1.49,0.1473
1.6700000000000002,1.51,0.1424
1.6700000000000002,1.53,0.1314
1.6700000000000002,1.55,0.1197
1.6700000000000002,1.57,0.1119
1.6700000000000002,1.59,0.1052
1.6700000000000002,1.61,0.0979
1.6700000000000002,1.6300000000000001,0.0913
1.6700000000000002,1.6500000000000001,0.0809
1.6700000000000002,1.6700000000000002,0.0776
1.6700000000000002,1.69,0.077
1.6700000000000002,1.71,0.0735
1.6700000000000002,1.73,0.0673
1.6700000000000002,1.75,0.0621
1.6700000000000002,1.77,0.0542
1.6700000000000002,1.79,0.0574
1.6700000000000002,1.81,0.0516
1.6700000000000002,1.83,0.0459
1.6700000000000002,1.85,0.0485
1.6700000000000002,1.87,0.0412
1.6700000000000002,1.8900000000000001,0.0428
1.6700000000000002,1.9100000000000001,0.0429
1.6700000000000002,1.93,0.0401
1.6700000000000002,1.95,0.0393
1.6700000000000002,1.97,0.0368
1.6700000000000002,1.99,0.0361
1.69,0.01,0.9967
1.69,0.03,0.9933
1.69,0.05,0.9937
1.69,0.06999999999999999,0.9926
1.69,0.09,0.9925
1.69,0.11,0.9938
1.69,0.13,0.9933
1.69,0.15000000000000002,0.9923
1.69,0.17,0.9916
1.69,0.19,0.9917
1.69,0.21000000000000002,0.9911
1.69,0.23,0.9862
1.69,0.25,0.9859
1.69,0.27,0.9845
1.69,0.29000000000000004,0.9804
1.69,0.31,0.9767
1.69,0.33,0.9712
1.69,0.35000000000000003,0.9681
1.69,0.37,0.9674
1.69,0.39,0.9642
1.69,0.41000000000000003,0.956
1.69,0.43,0.9551
1.69,0.45,0.9462
1.69,0.47000000000000003,0.9367
1.69,0.49,0.9317
1.69,0.51,0.9264
1.69,0.53,0.9187
1.69,0.55,0.9123
1.69,0.5700000000000001,0.9005
1.69,0.59,0.8908
1.69,0.61,0.8796
1.69,0.63,0.8688
1.69,0.65,0.856
1.69,0.67,0.8489
1.69,0.6900000000000001,0.8387
1.69,0.7100000000000001,0.8187
1.69,0.73,0.8052
1.69,0.75,0.7898
1.69,0.77,0.772
1.69,0.79,0.7604
1.69,0.81,0.7431
1.69,0.8300000000000001,0.7261
1.69,0.85,0.6944
1.69,0.87,0.6818
1.69,0.89,0.671
1.69,0.91,0.6538
1.69,0.93,0.6377
1.69,0.9500000000000001,0.6188
1.69,0.97,0.5861
1.69,0.99,0.574
1.69,1.01,0.5466
1.69,1.03,0.5099
1.69,1.05,0.5065
1.69,1.07,0.4883
1.69,1.09,0.4703
1.69,1.11,0.4478
1.69,1.1300000000000001,0.4354
1.69,1.1500000000000001,0.3943
1.69,1.17,0.3928
1.69,1.19,0.3629
1.69,1.21,0.3454
1.69,1.23,0.3405
1.69,1.25,0.31
1.69,1.27,0.3026
1.69,1.29,0.2817
1.69,1.31,0.2595
1.69,1.33,0.2472
1.69,1.35,0.2264
1.69,1.37,0.2198
1.69,1.3900000000000001,0.2067
1.69,1.4100000000000001,0.1908
1.69,1.43,0.1795
1.69,1.45,0.1675
1.69,1.47,0.1504
1.69,1.49,0.1426
1.69,1.51,0.1323
1.69,1.53,0.1242
1.69,1.55,0.1122
1.69,1.57,0.1072
1.69,1.59,0.1075
1.69,1.61,0.0904
1.69,1.6300000000000001,0.0808
1.69,1.6500000000000001,0.0831
1.69,1.6700000000000002,0.0791
1.69,1.69,0.0692
1.69,1.71,0.0641
1.69,1.73,0.0579
1.69,1.75,0.0564
1.69,1.77,0.0561
1.69,1.79,0.0477
1.69,1.81,0.0477
1.69,1.83,0.0466
1.69,1.85,0.0434
1.69,1.87,0.0409
1.69,1.8900000000000001,0.0379
1.69,1.9100000000000001,0.0386
1.69,1.93,0.0353
1.69,1.95,0.034
1.69,1.97,0.0333
1.69,1.99,0.0303
1.71,0.01,0.9964
1.71,0.03,0.9945
1.71,0.05,0.9938
1.71,0.06999999999999999,0.9952
1.71,0.09,0.9931
1.71,0.11,0.993
1.71,0.13,0.9917
1.71,0.15000000000000002,0.9926
1.71,0.17,0.9917
1.71,0.19,0.9911
1.71,0.21000000000000002,0.9881
1.71,0.23,0.9868
1.71,0.25,0.9855
1.71,0.27,0.9813
1.71,0.29000000000000004,0.9792
1.71,0.31,0.9777
1.71,0.33,0.9745
1.71,0.35000000000000003,0.9705
1.71,0.37,0.9646
1.71,0.39,0.9597
1.71,0.41000000000000003,0.9616
1.71,0.43,0.9509
1.71,0.45,0.9417
1.71,0.47000000000000003,0.9404
1.71,0.49,0.9361
1.71,0.51,0.928
1.71,0.53,0.9147
1.71,0.55,0.9098
1.71,0.5700000000000001,0.9003
1.71,0.59,0.8924
1.71,0.61,0.8751
1.71,0.63,0.8761
1.71,0.65,0.8589
1.71,0.67,0.8416
1.71,0.6900000000000001,0.8315
1.71,0.7100000000000001,0.8241
1.71,0.73,0.8002
1.71,0.75,0.7934
1.71,0.77,0.7785
1.71,0.79,0.7588
1.71,0.81,0.7461
1.71,0.8300000000000001,0.717
1.71,0.85,0.7008
1.71,0.87,0.6811
1.71,0.89,0.6636
1.71,0.91,0.6549
1.71,0.93,0.6272
1.71,0.9500000000000001,0.612
1.71,0.97,0.5889
1.71,0.99,0.5627
1.71,1.01,0.5475
1.71,1.03,0.5249
1.71,1.05,0.5019
1.71,1.07,0.4824
1.71,1.09,0.4709
1.71,1.11,0.4504
1.71,1.1300000000000001,0.4256
1.71,1.1500000000000001,0.4022
1.71,1.17,0.3927
1.71,1.19,0.3543
1.71,1.21,0.3459
1.71,1.23,0.329
1.71,1.25,0.3105
1.71,1.27,0.2873
1.71,1.29,0.2709
1.71,1.31,0.2579
1.71,1.33,0.243
1.71,1.35,0.2298
1.71,1.37,0.2143
1.71,1.3900000000000001,0.2053
1.71,1.4100000000000001,0.1888
1.71,1.43,0.1714
1.71,1.45,0.1588
1.71,1.47,0.1492
1.71,1.49,0.147
1.71,1.51,0.1239
1.71,1.53,0.1181
1.71,1.55,0.1171
1.71,1.57,0.1049
1.71,1.59,0.0966
1.71,1.61,0.0926
1.71,1.6300000000000001,0.0818
1.71,1.6500000000000001,0.0786
1.71,1.6700000000000002,0.0722
1.71,1.69,0.0658
1.71,1.71,0.0639
1.71,1.73,0.0568
1.71,1.75,0.0544
1.71,1.77,0.052
1.71,1.79,0.0499
1.71,1.81,0.041
1.71,1.83,0.0404
1.71,1.85,0.0394
1.71,1.87,0.0377
1.71,1.8900000000000001,0.0364
1.71,1.9100000000000001,0.0349
1.71,1.93,0.036
1.71,1.95,0.0281
1.71,1.97,0.03
1.71,1.99,0.0304
1.73,0.01,0.9959
1.73,0.03,0.9954
1.73,0.05,0.9946
1.73,0.06999999999999999,0.9934
1.73,0.09,0.9931
1.73,0.11,0.9931
1.73,0.13,0.9922
1.73,0.15000000000000002,0.9916
1.73,0.17,0.9921
1.73,0.19,0.9903
1.73,0.21000000000000002,0.9901
1.73,0.23,0.9859
1.73,0.25,0.985
1.73,0.27,0.9783
1.73,0.29000000000000004,0.9807
1.73,0.31,0.9753
1.73,0.33,0.9769
1.73,0.35000000000000003,0.9722
1.73,0.37,0.9658
1.73,0.39,0.9611
1.73,0.41000000000000003,0.9576
1.73,0.43,0.9537
1.73,0.45,0.9486
1.73,0.47000000000000003,0.9349
1.73,0.49,0.9323
1.73,0.51,0.9237
1.73,0.53,0.9181
1.73,0.55,0.9083
1.73,0.5700000000000001,0.8987
1.73,0.59,0.8873
1.73,0.61,0.8744
1.73,0.63,0.8719
1.73,0.65,0.8601
1.73,0.67,0.8452
1.73,0.6900000000000001,0.8321
1.73,0.7100000000000001,0.8173
1.73,0.73,0.8106
1.73,0.75,0.7828
1.73,0.77,0.7724
1.73,0.79,0.7565
1.73,0.81,0.7331
1.73,0.8300000000000001,0.7207
1.73,0.85,0.6972
1.73,0.87,0.6862
1.73,0.89,0.6674
1.73,0.91,0.6489
1.73,0.93,0.6318
1.73,0.9500000000000001,0.6071
1.73,0.97,0.5816
1.73,0.99,0.5601
1.73,1.01,0.5461
1.73,1.03,0.5292
1.73,1.05,0.4974
1.73,1.07,0.4861
1.73,1.09,0.4616
1.73,1.11,0.4418
1.73,1.1300000000000001,0.4225
1.73,1.1500000000000001,0.4066
1.73,1.17,0.3775
1.73,1.19,0.3667
1.73,1.21,0.3464
1.73,1.23,0.3227
1.73,1.25,0.3067
1.73,1.27,0.286
1.73,1.29,0.274
1.73,1.31,0.2483
1.73,1.33,0.2345
1.73,1.35,0.2307
1.73,1.37,0.2109
1.73,1.3900000000000001,0.1927
1.73,1.4100000000000001,0.1806
1.73,1.43,0.1782
1.73,1.45,0.1612
1.73,1.47,0.1521
1.73,1.49,0.1362
1.73,1.51,0.1286
1.73,1.53,0.1148
