ec50_am,ec50_lm,efficacy
0.51,0.06999999999999999,0.9992
0.51,0.09,0.999
0.51,0.11,0.9993
0.51,0.13,0.9992
0.51,0.15000000000000002,0.9993
0.51,0.17,0.9988
0.51,0.19,0.9987
0.51,0.21000000000000002,0.9985
0.51,0.23,0.9988
0.51,0.25,0.9989
0.51,0.27,0.9983
0.51,0.29000000000000004,0.9979
0.51,0.31,0.9989
0.51,0.33,0.9975
0.51,0.35000000000000003,0.9974
0.51,0.37,0.9966
0.51,0.39,0.9957
0.51,0.41000000000000003,0.9961
0.51,0.43,0.9951
0.51,0.45,0.9941
0.51,0.47000000000000003,0.9946
0.51,0.49,0.9934
0.51,0.51,0.9917
0.51,0.53,0.9924
0.51,0.55,0.9918
0.51,0.5700000000000001,0.988
0.51,0.59,0.99
0.51,0.61,0.9873
0.51,0.63,0.9863
0.51,0.65,0.9842
0.51,0.67,0.9852
0.51,0.6900000000000001,0.9826
0.51,0.7100000000000001,0.9814
0.51,0.73,0.9781
0.51,0.75,0.9753
0.51,0.77,0.977
0.51,0.79,0.9726
0.51,0.81,0.9735
0.51,0.8300000000000001,0.9699
0.51,0.85,0.9659
0.51,0.87,0.9678
0.51,0.89,0.9661
0.51,0.91,0.9615
0.51,0.93,0.962
0.51,0.9500000000000001,0.959
0.51,0.97,0.955
0.51,0.99,0.9536
0.51,1.01,0.9488
0.51,1.03,0.9458
0.51,1.05,0.9461
0.51,1.07,0.9414
0.51,1.09,0.9462
0.51,1.11,0.9402
0.51,1.1300000000000001,0.9365
0.51,1.1500000000000001,0.9378
0.51,1.17,0.9308
0.51,1.19,0.9353
0.51,1.21,0.9337
0.51,1.23,0.9291
0.51,1.25,0.9334
0.51,1.27,0.9262
0.51,1.29,0.9218
0.51,1.31,0.9172
0.51,1.33,0.9238
0.51,1.35,0.917
0.51,1.37,0.918
0.51,1.3900000000000001,0.912
0.51,1.4100000000000001,0.9082
0.51,1.43,0.9127
0.51,1.45,0.9101
0.51,1.47,0.9077
0.51,1.49,0.9011
0.51,1.51,0.9076
0.51,1.53,0.9086
0.51,1.55,0.9041
0.51,1.57,0.905
0.51,1.59,0.8976
0.51,1.61,0.9003
0.51,1.6300000000000001,0.8991
0.51,1.6500000000000001,0.8995
0.51,1.6700000000000002,0.8961
0.51,1.69,0.8985
0.51,1.71,0.8968
0.51,1.73,0.8989
0.51,1.75,0.8968
0.51,1.77,0.8984
0.51,1.79,0.8974
0.51,1.81,0.8974
0.51,1.83,0.8946
0.51,1.85,0.896
0.51,1.87,0.891
0.51,1.8900000000000001,0.8953
0.51,1.9100000000000001,0.8944
0.51,1.93,0.8917
0.51,1.95,0.8921
0.51,1.97,0.8957
0.51,1.99,0.8905
0.53,0.01,0.9997
0.53,0.03,0.9995
0.53,0.05,0.9996
0.53,0.06999999999999999,0.9985
0.53,0.09,0.9987
0.53,0.11,0.9992
0.53,0.13,0.9988
0.53,0.15000000000000002,0.9992
0.53,0.17,0.9988
0.53,0.19,0.9989
0.53,0.21000000000000002,0.9992
0.53,0.23,0.9977
0.53,0.25,0.9985
0.53,0.27,0.9976
0.53,0.29000000000000004,0.9978
0.53,0.31,0.9964
0.53,0.33,0.9973
0.53,0.35000000000000003,0.9972
0.53,0.37,0.9959
0.53,0.39,0.996
0.53,0.41000000000000003,0.9955
0.53,0.43,0.9943
0.53,0.45,0.9935
0.53,0.47000000000000003,0.9931
0.53,0.49,0.9933
0.53,0.51,0.9909
0.53,0.53,0.99
0.53,0.55,0.9881
0.53,0.5700000000000001,0.9889
0.53,0.59,0.9894
0.53,0.61,0.9869
0.53,0.63,0.9863
0.53,0.65,0.9829
0.53,0.67,0.9824
0.53,0.6900000000000001,0.9815
0.53,0.7100000000000001,0.9783
0.53,0.73,0.9738
0.53,0.75,0.9755
0.53,0.77,0.9745
0.53,0.79,0.9741
0.53,0.81,0.972
0.53,0.8300000000000001,0.9711
0.53,0.85,0.9621
0.53,0.87,0.9653
0.53,0.89,0.96
0.53,0.91,0.9585
0.53,0.93,0.9576
0.53,0.9500000000000001,0.9578
0.53,0.97,0.954
0.53,0.99,0.9509
0.53,1.01,0.9451
0.53,1.03,0.9428
0.53,1.05,0.9404
0.53,1.07,0.9412
0.53,1.09,0.9347
0.53,1.11,0.9337
0.53,1.1300000000000001,0.935
0.53,1.1500000000000001,0.9332
0.53,1.17,0.9248
0.53,1.19,0.923
0.53,1.21,0.9229
0.53,1.23,0.9225
0.53,1.25,0.9184
0.53,1.27,0.9183
0.53,1.29,0.9126
0.53,1.31,0.9152
0.53,1.33,0.9072
0.53,1.35,0.9117
0.53,1.37,0.9016
0.53,1.3900000000000001,0.9079
0.53,1.4100000000000001,0.9009
0.53,1.43,0.9025
0.53,1.45,0.9053
0.53,1.47,0.8997
0.53,1.49,0.8942
0.53,1.51,0.8963
0.53,1.53,0.8938
0.53,1.55,0.8899
0.53,1.57,0.8962
0.53,1.59,0.8892
0.53,1.61,0.8918
0.53,1.6300000000000001,0.8959
0.53,1.6500000000000001,0.8925
0.53,1.6700000000000002,0.8918
0.53,1.69,0.8895
0.53,1.71,0.8869
0.53,1.73,0.887
0.53,1.75,0.8924
0.53,1.77,0.8838
0.53,1.79,0.8838
0.53,1.81,0.8791
0.53,1.83,0.8841
0.53,1.85,0.8822
0.53,1.87,0.8797
0.53,1.8900000000000001,0.8864
0.53,1.9100000000000001,0.8849
0.53,1.93,0.8761
0.53,1.95,0.8798
0.53,1.97,0.885
0.53,1.99,0.8832
0.55,0.01,0.9999
0.55,0.03,0.9993
0.55,0.05,0.9996
0.55,0.06999999999999999,0.9988
0.55,0.09,0.9996
0.55,0.11,0.9991
0.55,0.13,0.9988
0.55,0.15000000000000002,0.999
0.55,0.17,0.9988
0.55,0.19,0.9984
0.55,0.21000000000000002,0.9991
0.55,0.23,0.9981
0.55,0.25,0.9981
0.55,0.27,0.9979
0.55,0.29000000000000004,0.9964
0.55,0.31,0.9966
0.55,0.33,0.9962
0.55,0.35000000000000003,0.9967
0.55,0.37,0.9949
0.55,0.39,0.9955
0.55,0.41000000000000003,0.9947
0.55,0.43,0.9935
0.55,0.45,0.9935
0.55,0.47000000000000003,0.9925
0.55,0.49,0.9911
0.55,0.51,0.9914
0.55,0.53,0.9877
0.55,0.55,0.9881
0.55,0.5700000000000001,0.9883
0.55,0.59,0.9862
0.55,0.61,0.9863
0.55,0.63,0.9831
0.55,0.65,0.9808
0.55,0.67,0.9817
0.55,0.6900000000000001,0.9785
0.55,0.7100000000000001,0.9767
0.55,0.73,0.9741
0.55,0.75,0.9715
0.55,0.77,0.972
0.55,0.79,0.9679
0.55,0.81,0.9692
0.55,0.8300000000000001,0.9636
0.55,0.85,0.9642
0.55,0.87,0.959
0.55,0.89,0.9567
0.55,0.91,0.9545
0.55,0.93,0.954
0.55,0.9500000000000001,0.9547
0.55,0.97,0.9509
0.55,0.99,0.9429
0.55,1.01,0.9458
0.55,1.03,0.9379
0.55,1.05,0.9358
0.55,1.07,0.9331
0.55,1.09,0.9329
0.55,1.11,0.9284
0.55,1.1300000000000001,0.9263
0.55,1.1500000000000001,0.9274
0.55,1.17,0.9234
0.55,1.19,0.915
0.55,1.21,0.9169
0.55,1.23,0.9079
0.55,1.25,0.9105
0.55,1.27,0.9141
0.55,1.29,0.909
0.55,1.31,0.8985
0.55,1.33,0.8971
0.55,1.35,0.901
0.55,1.37,0.8983
0.55,1.3900000000000001,0.8958
0.55,1.4100000000000001,0.8968
0.55,1.43,0.8982
0.55,1.45,0.8867
0.55,1.47,0.8866
0.55,1.49,0.8924
0.55,1.51,0.8817
0.55,1.53,0.8847
0.55,1.55,0.8891
0.55,1.57,0.8771
0.55,1.59,0.8846
0.55,1.61,0.8795
0.55,1.6300000000000001,0.8753
0.55,1.6500000000000001,0.8826
0.55,1.6700000000000002,0.8804
0.55,1.69,0.8816
0.55,1.71,0.8741
0.55,1.73,0.8779
0.55,1.75,0.8749
0.55,1.77,0.8723
0.55,1.79,0.8727
0.55,1.81,0.8716
0.55,1.83,0.8733
0.55,1.85,0.8737
0.55,1.87,0.8705
0.55,1.8900000000000001,0.8795
0.55,1.9100000000000001,0.8686
0.55,1.93,0.8685
0.55,1.95,0.871
0.55,1.97,0.8718
0.55,1.99,0.8717
0.5700000000000001,0.01,0.9991
0.5700000000000001,0.03,0.9993
0.5700000000000001,0.05,0.9989
0.5700000000000001,0.06999999999999999,0.9993
0.5700000000000001,0.09,0.9988
0.5700000000000001,0.11,0.9991
0.5700000000000001,0.13,0.9992
0.5700000000000001,0.15000000000000002,0.9989
0.5700000000000001,0.17,0.9992
0.5700000000000001,0.19,0.9987
0.5700000000000001,0.21000000000000002,0.9986
0.5700000000000001,0.23,0.9982
0.5700000000000001,0.25,0.9984
0.5700000000000001,0.27,0.9976
0.5700000000000001,0.29000000000000004,0.9974
0.5700000000000001,0.31,0.9967
0.5700000000000001,0.33,0.9961
0.5700000000000001,0.35000000000000003,0.9952
0.5700000000000001,0.37,0.9964
0.5700000000000001,0.39,0.9946
0.5700000000000001,0.41000000000000003,0.9948
0.5700000000000001,0.43,0.9936
0.5700000000000001,0.45,0.9922
0.5700000000000001,0.47000000000000003,0.9917
0.5700000000000001,0.49,0.9907
0.5700000000000001,0.51,0.9889
0.5700000000000001,0.53,0.9894
0.5700000000000001,0.55,0.9875
0.5700000000000001,0.5700000000000001,0.9855
0.5700000000000001,0.59,0.9846
0.5700000000000001,0.61,0.9825
0.5700000000000001,0.63,0.9817
0.5700000000000001,0.65,0.9801
0.5700000000000001,0.67,0.9792
0.5700000000000001,0.6900000000000001,0.9748
0.5700000000000001,0.7100000000000001,0.975
0.5700000000000001,0.73,0.9717
0.5700000000000001,0.75,0.9703
0.5700000000000001,0.77,0.973
0.5700000000000001,0.79,0.9678
0.5700000000000001,0.81,0.9637
0.5700000000000001,0.8300000000000001,0.9628
0.5700000000000001,0.85,0.9597
0.5700000000000001,0.87,0.9593
0.5700000000000001,0.89,0.9516
0.5700000000000001,0.91,0.9534
0.5700000000000001,0.93,0.9509
0.5700000000000001,0.9500000000000001,0.9465
0.5700000000000001,0.97,0.9433
0.5700000000000001,0.99,0.9384
0.5700000000000001,1.01,0.9345
0.5700000000000001,1.03,0.936
0.5700000000000001,1.05,0.9268
0.5700000000000001,1.07,0.9289
0.5700000000000001,1.09,0.9261
0.5700000000000001,1.11,0.9227
0.5700000000000001,1.1300000000000001,0.9217
0.5700000000000001,1.1500000000000001,0.9155
0.5700000000000001,1.17,0.9138
0.5700000000000001,1.19,0.9081
0.5700000000000001,1.21,0.9046
0.5700000000000001,1.23,0.9063
0.5700000000000001,1.25,0.904
0.5700000000000001,1.27,0.8987
0.5700000000000001,1.29,0.8947
0.5700000000000001,1.31,0.893
0.5700000000000001,1.33,0.894
0.5700000000000001,1.35,0.8889
0.5700000000000001,1.37,0.8866
0.5700000000000001,1.3900000000000001,0.8837
0.5700000000000001,1.4100000000000001,0.8833
0.5700000000000001,1.43,0.885
0.5700000000000001,1.45,0.8797
0.5700000000000001,1.47,0.8798
0.5700000000000001,1.49,0.8786
0.5700000000000001,1.51,0.879
0.5700000000000001,1.53,0.8778
0.5700000000000001,1.55,0.8696
0.5700000000000001,1.57,0.8732
0.5700000000000001,1.59,0.8647
0.5700000000000001,1.61,0.8627
0.5700000000000001,1.6300000000000001,0.8697
0.5700000000000001,1.6500000000000001,0.87
0.5700000000000001,1.6700000000000002,0.8607
0.5700000000000001,1.69,0.8614
0.5700000000000001,1.71,0.8664
0.5700000000000001,1.73,0.866
0.5700000000000001,1.75,0.8642
0.5700000000000001,1.77,0.8624
0.5700000000000001,1.79,0.8649
0.5700000000000001,1.81,0.86
0.5700000000000001,1.83,0.8615
0.5700000000000001,1.85,0.8616
0.5700000000000001,1.87,0.8634
0.5700000000000001,1.8900000000000001,0.86
0.5700000000000001,1.9100000000000001,0.8622
0.5700000000000001,1.93,0.8603
0.5700000000000001,1.95,0.8568
0.5700000000000001,1.97,0.8601
0.5700000000000001,1.99,0.8577
0.59,0.01,0.9996
0.59,0.03,0.9989
0.59,0.05,0.9987
0.59,0.06999999999999999,0.9989
0.59,0.09,0.9989
0.59,0.11,0.9989
0.59,0.13,0.9984
0.59,0.15000000000000002,0.999
0.59,0.17,0.998
0.59,0.19,0.9992
0.59,0.21000000000000002,0.9975
0.59,0.23,0.9981
0.59,0.25,0.9977
0.59,0.27,0.9982
0.59,0.29000000000000004,0.9977
0.59,0.31,0.9952
0.59,0.33,0.9959
0.59,0.35000000000000003,0.9942
0.59,0.37,0.9948
0.59,0.39,0.9933
0.59,0.41000000000000003,0.9939
0.59,0.43,0.9929
0.59,0.45,0.9913
0.59,0.47000000000000003,0.9908
0.59,0.49,0.9892
0.59,0.51,0.9891
0.59,0.53,0.9878
0.59,0.55,0.986
0.59,0.5700000000000001,0.9854
0.59,0.59,0.9837
0.59,0.61,0.9817
0.59,0.63,0.9835
0.59,0.65,0.9803
0.59,0.67,0.9769
0.59,0.6900000000000001,0.9729
0.59,0.7100000000000001,0.9735
0.59,0.73,0.9713
0.59,0.75,0.9665
0.59,0.77,0.9686
0.59,0.79,0.9594
0.59,0.81,0.9601
0.59,0.8300000000000001,0.9571
0.59,0.85,0.9574
0.59,0.87,0.9531
0.59,0.89,0.9455
0.59,0.91,0.9444
0.59,0.93,0.9416
0.59,0.9500000000000001,0.9424
0.59,0.97,0.9363
0.59,0.99,0.9299
0.59,1.01,0.9307
0.59,1.03,0.926
0.59,1.05,0.9243
0.59,1.07,0.9172
0.59,1.09,0.9232
0.59,1.11,0.9149
0.59,1.1300000000000001,0.9144
0.59,1.1500000000000001,0.9114
0.59,1.17,0.9041
0.59,1.19,0.9105
0.59,1.21,0.8981
0.59,1.23,0.8991
0.59,1.25,0.8924
0.59,1.27,0.8902
0.59,1.29,0.8908
0.59,1.31,0.8868
0.59,1.33,0.8794
0.59,1.35,0.8822
0.59,1.37,0.8822
0.59,1.3900000000000001,0.8693
0.59,1.4100000000000001,0.8753
0.59,1.43,0.8725
0.59,1.45,0.8745
0.59,1.47,0.8638
0.59,1.49,0.8634
0.59,1.51,0.8648
0.59,1.53,0.8593
0.59,1.55,0.8635
0.59,1.57,0.8617
0.59,1.59,0.8576
0.59,1.61,0.8599
0.59,1.6300000000000001,0.8517
0.59,1.6500000000000001,0.8505
0.59,1.6700000000000002,0.8536
0.59,1.69,0.848
0.59,1.71,0.8526
0.59,1.73,0.8539
0.59,1.75,0.8516
0.59,1.77,0.8464
0.59,1.79,0.8491
0.59,1.81,0.8527
0.59,1.83,0.843
0.59,1.85,0.8461
0.59,1.87,0.8421
0.59,1.8900000000000001,0.8449
0.59,1.9100000000000001,0.8461
0.59,1.93,0.8506
0.59,1.95,0.8499
0.59,1.97,0.846
0.59,1.99,0.8442
0.61,0.01,0.9994
0.61,0.03,0.999
0.61,0.05,0.9992
0.61,0.06999999999999999,0.9988
0.61,0.09,0.9987
0.61,0.11,0.9991
0.61,0.13,0.9997
0.61,0.15000000000000002,0.9987
0.61,0.17,0.998
0.61,0.19,0.9988
0.61,0.21000000000000002,0.9979
0.61,0.23,0.9972
0.61,0.25,0.9971
0.61,0.27,0.9972
0.61,0.29000000000000004,0.9964
0.61,0.31,0.9957
0.61,0.33,0.9956
0.61,0.35000000000000003,0.9955
0.61,0.37,0.9949
0.61,0.39,0.9939
0.61,0.41000000000000003,0.993
0.61,0.43,0.9926
0.61,0.45,0.9913
0.61,0.47000000000000003,0.9912
0.61,0.49,0.9883
0.61,0.51,0.988
0.61,0.53,0.9864
0.61,0.55,0.9837
0.61,0.5700000000000001,0.9862
0.61,0.59,0.9828
0.61,0.61,0.9821
0.61,0.63,0.9775
0.61,0.65,0.9769
0.61,0.67,0.976
0.61,0.6900000000000001,0.9708
0.61,0.7100000000000001,0.9744
0.61,0.73,0.9665
0.61,0.75,0.965
0.61,0.77,0.964
0.61,0.79,0.9575
0.61,0.81,0.956
0.61,0.8300000000000001,0.9571
0.61,0.85,0.9505
0.61,0.87,0.9515
0.61,0.89,0.9425
0.61,0.91,0.941
0.61,0.93,0.9414
0.61,0.9500000000000001,0.9327
0.61,0.97,0.928
0.61,0.99,0.9289
0.61,1.01,0.9239
0.61,1.03,0.9218
0.61,1.05,0.9181
0.61,1.07,0.9171
0.61,1.09,0.9074
0.61,1.11,0.9048
0.61,1.1300000000000001,0.902
0.61,1.1500000000000001,0.9039
0.61,1.17,0.8931
0.61,1.19,0.8954
0.61,1.21,0.8934
0.61,1.23,0.8866
0.61,1.25,0.8864
0.61,1.27,0.8783
0.61,1.29,0.8841
0.61,1.31,0.8748
0.61,1.33,0.8736
0.61,1.35,0.8739
0.61,1.37,0.8677
0.61,1.3900000000000001,0.8703
0.61,1.4100000000000001,0.8632
0.61,1.43,0.8589
0.61,1.45,0.859
0.61,1.47,0.8532
0.61,1.49,0.8564
0.61,1.51,0.8562
0.61,1.53,0.8582
0.61,1.55,0.8493
0.61,1.57,0.8424
0.61,1.59,0.8443
0.61,1.61,0.8469
0.61,1.6300000000000001,0.848
0.61,1.6500000000000001,0.8429
0.61,1.6700000000000002,0.8406
0.61,1.69,0.8382
0.61,1.71,0.8409
0.61,1.73,0.8404
0.61,1.75,0.8431
0.61,1.77,0.839
0.61,1.79,0.8395
0.61,1.81,0.8372
0.61,1.83,0.8371
0.61,1.85,0.8419
0.61,1.87,0.8338
0.61,1.8900000000000001,0.8275
0.61,1.9100000000000001,0.8337
0.61,1.93,0.8319
0.61,1.95,0.8372
0.61,1.97,0.8311
0.61,1.99,0.8339
0.63,0.01,0.9994
0.63,0.03,0.9985
0.63,0.05,0.9986
0.63,0.06999999999999999,0.9988
0.63,0.09,0.9986
0.63,0.11,0.9988
0.63,0.13,0.9981
0.63,0.15000000000000002,0.9988
0.63,0.17,0.9987
0.63,0.19,0.9982
0.63,0.21000000000000002,0.9981
0.63,0.23,0.998
0.63,0.25,0.9976
0.63,0.27,0.9976
0.63,0.29000000000000004,0.9974
0.63,0.31,0.9952
0.63,0.33,0.9961
0.63,0.35000000000000003,0.995
0.63,0.37,0.9956
0.63,0.39,0.9927
0.63,0.41000000000000003,0.9925
0.63,0.43,0.9921
0.63,0.45,0.9897
0.63,0.47000000000000003,0.9898
0.63,0.49,0.9887
0.63,0.51,0.9866
0.63,0.53,0.9861
0.63,0.55,0.9823
0.63,0.5700000000000001,0.9833
0.63,0.59,0.9817
0.63,0.61,0.9789
0.63,0.63,0.9769
0.63,0.65,0.974
0.63,0.67,0.9731
0.63,0.6900000000000001,0.9689
0.63,0.7100000000000001,0.967
0.63,0.73,0.9587
0.63,0.75,0.9643
0.63,0.77,0.9613
0.63,0.79,0.9542
0.63,0.81,0.955
0.63,0.8300000000000001,0.9507
0.63,0.85,0.9498
0.63,0.87,0.944
0.63,0.89,0.9434
0.63,0.91,0.9347
0.63,0.93,0.9348
0.63,0.9500000000000001,0.928
0.63,0.97,0.9288
0.63,0.99,0.9231
0.63,1.01,0.9253
0.63,1.03,0.9137
0.63,1.05,0.9147
0.63,1.07,0.9041
0.63,1.09,0.9045
0.63,1.11,0.9046
0.63,1.1300000000000001,0.9027
0.63,1.1500000000000001,0.8963
0.63,1.17,0.8935
0.63,1.19,0.8833
0.63,1.21,0.887
0.63,1.23,0.8793
0.63,1.25,0.8761
0.63,1.27,0.8723
0.63,1.29,0.8628
0.63,1.31,0.8684
0.63,1.33,0.8574
0.63,1.35,0.8529
0.63,1.37,0.8577
0.63,1.3900000000000001,0.85
0.63,1.4100000000000001,0.8503
0.63,1.43,0.848
0.63,1.45,0.8452
0.63,1.47,0.8496
0.63,1.49,0.8372
0.63,1.51,0.839
0.63,1.53,0.8425
0.63,1.55,0.8349
0.63,1.57,0.838
0.63,1.59,0.8316
0.63,1.61,0.8379
0.63,1.6300000000000001,0.8282
0.63,1.6500000000000001,0.8302
0.63,1.6700000000000002,0.8282
0.63,1.69,0.8213
0.63,1.71,0.8229
0.63,1.73,0.8279
0.63,1.75,0.82
0.63,1.77,0.8172
0.63,1.79,0.8217
0.63,1.81,0.8173
0.63,1.83,0.8234
0.63,1.85,0.8203
0.63,1.87,0.8247
0.63,1.8900000000000001,0.8247
0.63,1.9100000000000001,0.8199
0.63,1.93,0.816
0.63,1.95,0.8163
0.63,1.97,0.8194
0.63,1.99,0.824
0.65,0.01,0.9991
0.65,0.03,0.9993
0.65,0.05,0.9989
0.65,0.06999999999999999,0.9992
0.65,0.09,0.9986
0.65,0.11,0.999
0.65,0.13,0.9987
0.65,0.15000000000000002,0.9976
0.65,0.17,0.9985
0.65,0.19,0.9981
0.65,0.21000000000000002,0.9985
0.65,0.23,0.9962
0.65,0.25,0.9965
0.65,0.27,0.9969
0.65,0.29000000000000004,0.9973
0.65,0.31,0.9959
0.65,0.33,0.9964
0.65,0.35000000000000003,0.9948
0.65,0.37,0.9935
0.65,0.39,0.9917
0.65,0.41000000000000003,0.9913
0.65,0.43,0.992
0.65,0.45,0.99
0.65,0.47000000000000003,0.9891
0.65,0.49,0.987
0.65,0.51,0.9855
0.65,0.53,0.9841
0.65,0.55,0.982
0.65,0.5700000000000001,0.9813
0.65,0.59,0.9793
0.65,0.61,0.9739
0.65,0.63,0.9765
0.65,0.65,0.9714
0.65,0.67,0.9685
0.65,0.6900000000000001,0.9665
0.65,0.7100000000000001,0.9646
0.65,0.73,0.9588
0.65,0.75,0.9597
0.65,0.77,0.9511
0.65,0.79,0.9535
0.65,0.81,0.9504
0.65,0.8300000000000001,0.9423
0.65,0.85,0.9425
0.65,0.87,0.9406
0.65,0.89,0.9358
0.65,0.91,0.9351
0.65,0.93,0.9333
0.65,0.9500000000000001,0.9292
0.65,0.97,0.921
0.65,0.99,0.9167
0.65,1.01,0.9123
0.65,1.03,0.9037
0.65,1.05,0.904
0.65,1.07,0.8977
0.65,1.09,0.8933
0.65,1.11,0.8873
0.65,1.1300000000000001,0.8811
0.65,1.1500000000000001,0.8781
0.65,1.17,0.8805
0.65,1.19,0.8761
0.65,1.21,0.8756
0.65,1.23,0.8692
0.65,1.25,0.8601
0.65,1.27,0.8626
0.65,1.29,0.855
0.65,1.31,0.8532
0.65,1.33,0.8472
0.65,1.35,0.8511
0.65,1.37,0.8461
0.65,1.3900000000000001,0.8424
0.65,1.4100000000000001,0.8391
0.65,1.43,0.8366
0.65,1.45,0.8334
0.65,1.47,0.8337
0.65,1.49,0.8371
0.65,1.51,0.8287
0.65,1.53,0.8296
0.65,1.55,0.8234
0.65,1.57,0.8225
0.65,1.59,0.8255
0.65,1.61,0.8176
0.65,1.6300000000000001,0.818
0.65,1.6500000000000001,0.8151
0.65,1.6700000000000002,0.8152
0.65,1.69,0.8124
0.65,1.71,0.8074
0.65,1.73,0.8182
0.65,1.75,0.8106
0.65,1.77,0.8068
0.65,1.79,0.8074
0.65,1.81,0.8065
0.65,1.83,0.8059
0.65,1.85,0.8071
0.65,1.87,0.8087
0.65,1.8900000000000001,0.8069
0.65,1.9100000000000001,0.8069
0.65,1.93,0.802
0.65,1.95,0.8043
0.65,1.97,0.8087
0.65,1.99,0.8026
0.67,0.01,0.9991
0.67,0.03,0.999
0.67,0.05,0.9983
0.67,0.06999999999999999,0.9986
0.67,0.09,0.9985
0.67,0.11,0.9984
0.67,0.13,0.9989
0.67,0.15000000000000002,0.9982
0.67,0.17,0.9985
0.67,0.19,0.9978
0.67,0.21000000000000002,0.9976
0.67,0.23,0.9978
0.67,0.25,0.9975
0.67,0.27,0.9963
0.67,0.29000000000000004,0.9957
0.67,0.31,0.9952
0.67,0.33,0.9946
0.67,0.35000000000000003,0.9918
0.67,0.37,0.9929
0.67,0.39,0.9905
0.67,0.41000000000000003,0.9908
0.67,0.43,0.9895
0.67,0.45,0.9864
0.67,0.47000000000000003,0.9867
0.67,0.49,0.9859
0.67,0.51,0.9831
0.67,0.53,0.9826
0.67,0.55,0.9809
0.67,0.5700000000000001,0.9762
0.67,0.59,0.9788
0.67,0.61,0.9761
0.67,0.63,0.9716
0.67,0.65,0.9685
0.67,0.67,0.9709
0.67,0.6900000000000001,0.9653
0.67,0.7100000000000001,0.9618
0.67,0.73,0.9563
0.67,0.75,0.959
0.67,0.77,0.9501
0.67,0.79,0.9523
0.67,0.81,0.9455
0.67,0.8300000000000001,0.9427
0.67,0.85,0.9422
0.67,0.87,0.9358
0.67,0.89,0.9318
0.67,0.91,0.9277
0.67,0.93,0.9217
0.67,0.9500000000000001,0.9194
0.67,0.97,0.9161
0.67,0.99,0.9122
0.67,1.01,0.907
0.67,1.03,0.9036
0.67,1.05,0.8965
0.67,1.07,0.8901
0.67,1.09,0.8856
0.67,1.11,0.8867
0.67,1.1300000000000001,0.8743
0.67,1.1500000000000001,0.875
0.67,1.17,0.8643
0.67,1.19,0.871
0.67,1.21,0.8622
0.67,1.23,0.8587
0.67,1.25,0.855
0.67,1.27,0.8464
0.67,1.29,0.8461
0.67,1.31,0.8426
0.67,1.33,0.8352
0.67,1.35,0.834
0.67,1.37,0.8296
0.67,1.3900000000000001,0.83
0.67,1.4100000000000001,0.8292
0.67,1.43,0.8217
0.67,1.45,0.8192
0.67,1.47,0.8211
0.67,1.49,0.8143
0.67,1.51,0.819
0.67,1.53,0.8111
0.67,1.55,0.808
0.67,1.57,0.8017
0.67,1.59,0.8038
0.67,1.61,0.8055
0.67,1.6300000000000001,0.8058
0.67,1.6500000000000001,0.7969
0.67,1.6700000000000002,0.8008
0.67,1.69,0.7992
0.67,1.71,0.8021
0.67,1.73,0.7944
0.67,1.75,0.7968
0.67,1.77,0.7936
0.67,1.79,0.7939
0.67,1.81,0.7991
0.67,1.83,0.7907
0.67,1.85,0.798
0.67,1.87,0.7918
0.67,1.8900000000000001,0.7842
0.67,1.9100000000000001,0.7882
0.67,1.93,0.7919
0.67,1.95,0.7862
0.67,1.97,0.7903
0.67,1.99,0.7866
0.6900000000000001,0.01,0.999
0.6900000000000001,0.03,0.9995
0.6900000000000001,0.05,0.9991
0.6900000000000001,0.06999999999999999,0.9981
0.6900000000000001,0.09,0.9986
0.6900000000000001,0.11,0.9992
0.6900000000000001,0.13,0.9982
0.6900000000000001,0.15000000000000002,0.9972
0.6900000000000001,0.17,0.9981
0.6900000000000001,0.19,0.9975
0.6900000000000001,0.21000000000000002,0.9974
0.6900000000000001,0.23,0.9983
0.6900000000000001,0.25,0.997
0.6900000000000001,0.27,0.9956
0.6900000000000001,0.29000000000000004,0.996
0.6900000000000001,0.31,0.995
0.6900000000000001,0.33,0.9934
0.6900000000000001,0.35000000000000003,0.9929
0.6900000000000001,0.37,0.9937
0.6900000000000001,0.39,0.9917
0.6900000000000001,0.41000000000000003,0.9889
0.6900000000000001,0.43,0.9903
0.6900000000000001,0.45,0.9885
0.6900000000000001,0.47000000000000003,0.986
0.6900000000000001,0.49,0.9844
0.6900000000000001,0.51,0.9846
0.6900000000000001,0.53,0.9817
0.6900000000000001,0.55,0.9794
0.6900000000000001,0.5700000000000001,0.9774
0.6900000000000001,0.59,0.9714
0.6900000000000001,0.61,0.9723
0.6900000000000001,0.63,0.9697
0.6900000000000001,0.65,0.9657
0.6900000000000001,0.67,0.9657
0.6900000000000001,0.6900000000000001,0.963
0.6900000000000001,0.7100000000000001,0.9571
0.6900000000000001,0.73,0.9554
0.6900000000000001,0.75,0.9544
0.6900000000000001,0.77,0.9483
0.6900000000000001,0.79,0.9497
0.6900000000000001,0.81,0.9415
0.6900000000000001,0.8300000000000001,0.9376
0.6900000000000001,0.85,0.9345
0.6900000000000001,0.87,0.9297
0.6900000000000001,0.89,0.9269
0.6900000000000001,0.91,0.919
0.6900000000000001,0.93,0.9179
0.6900000000000001,0.9500000000000001,0.9128
0.6900000000000001,0.97,0.9141
0.6900000000000001,0.99,0.9026
0.6900000000000001,1.01,0.8965
